%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Bede   270
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Columba   6
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	D%C3%A1l_Riata   154
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Great_Britain   384
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Ireland   407
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Isle_of_Man   560
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Monarchy   20
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Orkney   223
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Picts   502
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Scotland   220
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Wales   492
%C3%85land	20th_century   420
%C3%85land	Baltic_Sea   239
%C3%85land	Crimean_War   129
%C3%85land	Currency   502
%C3%85land	Euro   115
%C3%85land	European_Union   29
%C3%85land	Finland   534
%C3%85land	League_of_Nations   71
%C3%85land	List_of_countries_by_system_of_government   243
%C3%85land	Nationality   142
%C3%85land	Parliamentary_system   291
%C3%85land	Police   340
%C3%85land	Russia   231
%C3%85land	Stockholm   329
%C3%85land	Sweden   586
%C3%85land	Time_zone   185
%C3%85land	Tourism   585
%C3%85land	United_Kingdom   228
%C3%85land	World_War_II   343
%C3%89douard_Manet	Absinthe   342
%C3%89douard_Manet	Beer   434
%C3%89douard_Manet	Claude_Monet   350
%C3%89douard_Manet	Diego_Vel%C3%A1zquez   433
%C3%89douard_Manet	Edgar_Allan_Poe   217
%C3%89douard_Manet	France   92
%C3%89douard_Manet	Francisco_Goya   328
%C3%89douard_Manet	Germany   238
%C3%89douard_Manet	Impressionism   251
%C3%89douard_Manet	Italy   165
%C3%89douard_Manet	Landscape   394
%C3%89douard_Manet	Netherlands   143
%C3%89douard_Manet	Painting   585
%C3%89douard_Manet	Paris   569
%C3%89douard_Manet	Photography   208
%C3%89douard_Manet	Raphael   486
%C3%89douard_Manet	Renaissance   84
%C3%89douard_Manet	Sweden   173
%C3%89douard_Manet	United_States_dollar   419
%C3%89douard_Manet	Washington%2C_D.C.   91
%C3%89ire	Canada   417
%C3%89ire	English_language   497
%C3%89ire	George_VI_of_the_United_Kingdom   383
%C3%89ire	Ireland   156
%C3%89ire	Northern_Ireland   63
%C3%89ire	Ottawa   111
%C3%89ire	Republic_of_Ireland   77
%C3%89ire	United_Kingdom   249
%C3%93engus_I_of_the_Picts	D%C3%A1l_Riata   31
%C3%93engus_I_of_the_Picts	Durham   306
%C3%93engus_I_of_the_Picts	England   592
%C3%93engus_I_of_the_Picts	Great_Britain   373
%C3%93engus_I_of_the_Picts	Ireland   75
%C3%93engus_I_of_the_Picts	Lion   277
%C3%93engus_I_of_the_Picts	Mercia   141
%C3%93engus_I_of_the_Picts	Scotland   293
%C3%93engus_I_of_the_Picts	Viking   306
%C3%93engus_I_of_the_Picts	York   470
%E2%82%AC2_commemorative_coins	Athens   467
%E2%82%AC2_commemorative_coins	Atlantic_Ocean   557
%E2%82%AC2_commemorative_coins	Austria   34
%E2%82%AC2_commemorative_coins	Belgium   196
%E2%82%AC2_commemorative_coins	Berlin   35
%E2%82%AC2_commemorative_coins	Brussels   19
%E2%82%AC2_commemorative_coins	Cathedral_of_Magdeburg   164
%E2%82%AC2_commemorative_coins	Cereal   180
%E2%82%AC2_commemorative_coins	Christopher_Columbus   441
%E2%82%AC2_commemorative_coins	Cologne   248
%E2%82%AC2_commemorative_coins	Comet   353
%E2%82%AC2_commemorative_coins	Dresden   260
%E2%82%AC2_commemorative_coins	European_Union   276
%E2%82%AC2_commemorative_coins	Finland   169
%E2%82%AC2_commemorative_coins	France   156
%E2%82%AC2_commemorative_coins	Galileo_Galilei   58
%E2%82%AC2_commemorative_coins	Germany   261
%E2%82%AC2_commemorative_coins	Greece   220
%E2%82%AC2_commemorative_coins	Hamburg   105
%E2%82%AC2_commemorative_coins	Harold_Macmillan   339
%E2%82%AC2_commemorative_coins	Heraldry   405
%E2%82%AC2_commemorative_coins	History   136
%E2%82%AC2_commemorative_coins	Ireland   581
%E2%82%AC2_commemorative_coins	Italy   332
%E2%82%AC2_commemorative_coins	Luxembourg   445
%E2%82%AC2_commemorative_coins	Maize   55
%E2%82%AC2_commemorative_coins	Miguel_de_Cervantes   9
%E2%82%AC2_commemorative_coins	Monaco   587
%E2%82%AC2_commemorative_coins	Munich   284
%E2%82%AC2_commemorative_coins	Netherlands   251
%E2%82%AC2_commemorative_coins	Numismatics   392
%E2%82%AC2_commemorative_coins	Nutrition   150
%E2%82%AC2_commemorative_coins	Pope_John_Paul_II   207
%E2%82%AC2_commemorative_coins	Portugal   362
%E2%82%AC2_commemorative_coins	Rice   346
%E2%82%AC2_commemorative_coins	San_Marino   179
%E2%82%AC2_commemorative_coins	Sanssouci   317
%E2%82%AC2_commemorative_coins	Soviet_Union   511
%E2%82%AC2_commemorative_coins	Spain   359
%E2%82%AC2_commemorative_coins	Suffrage   158
%E2%82%AC2_commemorative_coins	Turin   94
%E2%82%AC2_commemorative_coins	United_Kingdom   111
%E2%82%AC2_commemorative_coins	United_Nations   418
%E2%82%AC2_commemorative_coins	United_States   306
%E2%82%AC2_commemorative_coins	Vatican_City   217
%E2%82%AC2_commemorative_coins	Wheat   510
%E2%82%AC2_commemorative_coins	Zeus   364
Nelson_Mandela	Japan   336
Nelson_Mandela	Jew   62
Nelson_Mandela	Johannesburg   42
Nelson_Mandela	Kofi_Annan   528
Nelson_Mandela	Lesotho   339
Nelson_Mandela	Mahatma_Gandhi   457
Nelson_Mandela	Malcolm_X   574
Nelson_Mandela	Manchester_United_F.C.   311
Nelson_Mandela	Mozambique   542
Nelson_Mandela	Netherlands   517
Nelson_Mandela	Nobel_Peace_Prize   564
Nelson_Mandela	Order_of_Canada   257
Nelson_Mandela	Pan_Am_Flight_103   340
Nelson_Mandela	Pope_John_Paul_II   481
Nelson_Mandela	Pretoria   559
Nelson_Mandela	Prostate_cancer   77
Nelson_Mandela	Queen_%28band%29   83
Nelson_Mandela	Ska   491
Nelson_Mandela	South_Africa   151
Nelson_Mandela	The_Holocaust   217
Nelson_Mandela	Tony_Blair   125
Nelson_Mandela	Toronto   525
Nelson_Mandela	Trafalgar_Square   375
Nelson_Mandela	Turkey   553
Nelson_Mandela	United_Nations   277
Nelson_Mandela	United_States_House_of_Representatives   179
Nelson_Mandela	Winston_Churchill   585
Nelson_Mandela	World_War_II   28
Nematode	Animal   122
Nematode	Antarctica   500
Nematode	Arthropod   540
Nematode	Bacteria   458
Nematode	Dead_Sea   562
Nematode	Pinworm   582
Nematode	Scientific_classification   321
Nematode	Trichinosis   301
Nematode	Whipworm   438
Neoclassicism	18th_century   294
Neoclassicism	19th_century   548
Neoclassicism	20th_century   379
Neoclassicism	Ancient_Greece   211
Neoclassicism	Ancient_Rome   511
Neoclassicism	Architecture   35
Neoclassicism	Athens   487
Neoclassicism	Baroque   391
Neoclassicism	Berlin   530
Neoclassicism	Dada   564
Neoclassicism	England   410
Neoclassicism	Ezra_Pound   421
Neoclassicism	France   50
Neoclassicism	French_Revolution   26
Neoclassicism	Greece   546
Neoclassicism	Ireland   575
Neoclassicism	Jacques-Louis_David   401
Neoclassicism	Joseph_Haydn   434
Neoclassicism	Literature   188
Neoclassicism	Ming_Dynasty   516
Neoclassicism	Munich   418
Neoclassicism	Music   216
Neoclassicism	Napoleon_I_of_France   37
Neoclassicism	New_Delhi   253
Neoclassicism	Opera   155
Neoclassicism	Pablo_Picasso   496
Neoclassicism	Palladian_architecture   151
Neoclassicism	Persian_Empire   136
Neoclassicism	Pompeii   216
Neoclassicism	Rococo   452
Neoclassicism	Romanticism   510
Neoclassicism	Russia   447
Neoclassicism	Sculpture   335
Neoclassicism	Sweden   288
Neoclassicism	Theatre   594
Neoclassicism	Virgil   245
Neoclassicism	World_War_I   260
Neoclassicism	World_War_II   480
Neoclassicism	Zoroaster   572
Neodymium	Astronomy   189
Neodymium	Austria   379
Neodymium	Cerium   382
Neodymium	Chemical_element   9
Neodymium	Color   429
Neodymium	Earth   408
Neodymium	Electron   491
Neodymium	Fertilizer   339
Neodymium	Glass   209
Neodymium	Iron   260
Neodymium	List_of_elements_by_name   527
Neodymium	Magnet   60
Neodymium	Magnetism   78
Neodymium	Metal   142
Neodymium	Neutron   98
Neodymium	Periodic_table   331
Neodymium	Phase_%28matter%29   233
Neodymium	Praseodymium   530
Neodymium	Promethium   482
Neodymium	Salt   305
Neodymium	Samarium   81
Neodymium	Uranium   269
Neodymium	Vienna   214
Neodymium	Welding   528
Neodymium	Xenon   3
Neon	Aluminium   439
Neon	Argon   457
Neon	Chemical_element   184
Neon	Color   98
Neon	Diamond   272
Neon	Earth   156
Neon	Earth%27s_atmosphere   223
Neon	Electron   50
Neon	Fluorine   474
Neon	Gas   169
Neon	Granite   479
Neon	Helium   217
Neon	Hydrogen   59
Neon	List_of_elements_by_name   218
Neon	Magma   426
Neon	Magnesium   320
Neon	Magnetism   144
Neon	Neutron   487
Neon	Phase_%28matter%29   334
Neon	Silicon   223
Neon	Sodium   521
Neon	Television   0
Neon	Uranium   392
Neon	Volcano   450
Neon	Xenon   483
Nepal	Bangladesh   33
Nepal	British_East_India_Company   531
Nepal	Buddha   87
Nepal	Cattle   183
Nepal	China   395
Nepal	Constitutional_monarchy   27
Nepal	Country   21
Nepal	Cricket   251
Nepal	Currency   147
Nepal	European_Union   55
Nepal	Flute   524
Nepal	Folk_music   303
Nepal	Folklore   279
Nepal	Football_%28soccer%29   574
Nepal	Germany   112
Nepal	Himalayas   384
Nepal	Hinduism   453
Nepal	India   330
Nepal	Islam   443
Nepal	Japan   6
Nepal	List_of_countries_by_system_of_government   91
Nepal	Literacy   98
Nepal	Mount_Everest   86
Nepal	Musical_instrument   514
Nepal	People%27s_Republic_of_China   368
Nepal	Radio   309
Nepal	Sanskrit   434
Nepal	Saudi_Arabia   369
Nepal	Sikkim   37
Nepal	Singapore   283
Nepal	Television   187
Nepal	Temperate   70
Nepal	Time_zone   150
Nepal	United_Arab_Emirates   274
Nepal	United_Kingdom   253
Nepal	United_Nations   545
Nepal	United_States   237
Nepenthes_rajah	Agriculture   211
Nepenthes_rajah	Ant   195
Nepenthes_rajah	Arthropod   385
Nepenthes_rajah	Batholith   266
Nepenthes_rajah	Binomial_nomenclature   54
Nepenthes_rajah	Brunei   23
Nepenthes_rajah	Chromium   481
Nepenthes_rajah	Climate   565
Nepenthes_rajah	Convention_on_the_International_Trade_in_Endangered_Species_of_Wild_Flora_and_Fauna   136
Nepenthes_rajah	Ecology   264
Nepenthes_rajah	El_Ni%C3%B1o-Southern_Oscillation   353
Nepenthes_rajah	England   466
Nepenthes_rajah	Europe   43
Nepenthes_rajah	Fertilizer   359
Nepenthes_rajah	France   493
Nepenthes_rajah	Frog   77
Nepenthes_rajah	Geology   445
Nepenthes_rajah	German_language   407
Nepenthes_rajah	Granite   446
Nepenthes_rajah	Insect   90
Nepenthes_rajah	Ireland   240
Nepenthes_rajah	Latin   214
Nepenthes_rajah	London   63
Nepenthes_rajah	Magnesium   460
Nepenthes_rajah	Mammal   337
Nepenthes_rajah	Mineral   133
Nepenthes_rajah	Monkey   9
Nepenthes_rajah	Moss   10
Nepenthes_rajah	Nickel   322
Nepenthes_rajah	Nitrogen   490
Nepenthes_rajah	Philippines   184
Nepenthes_rajah	Phosphorus   533
Nepenthes_rajah	Plant   20
Nepenthes_rajah	Potassium   569
Nepenthes_rajah	Protein   135
Nepenthes_rajah	Sand   75
Nepenthes_rajah	Scientific_classification   592
Nepenthes_rajah	Smog   552
Nepenthes_rajah	Sunlight   576
Nepenthes_rajah	United_States   63
Nepenthes_rajah	Vertebrate   152
Nephron	Adenosine_triphosphate   328
Nephron	Edema   465
Nephron	Hydrogen   195
Nephron	Water   86
Neptune	Acceleration   358
Neptune	Cassini-Huygens   208
Neptune	Chinese_language   467
Neptune	Earth   164
Neptune	France   590
Neptune	Galileo_Galilei   493
Neptune	Gravitation   340
Neptune	Great_Red_Spot   139
Neptune	Helium   556
Neptune	Hubble_Space_Telescope   199
Neptune	Hydrogen   476
Neptune	Jupiter   24
Neptune	Moon   144
Neptune	Planet   423
Neptune	Roche_limit   347
Neptune	Roman_mythology   570
Neptune	Saint_Petersburg   6
Neptune	Saturn   279
Neptune	Solar_System   591
Neptune	Telescope   575
Neptune	Tropical_cyclone   350
Neptune	Uranus   1
Neptunium	Barium   502
Neptunium	Bismuth   302
Neptunium	Bromine   577
Neptunium	Chlorine   566
Neptunium	Color   454
Neptunium	Electron   304
Neptunium	Fluorine   366
Neptunium	Iodine   585
Neptunium	Lead   326
Neptunium	List_of_elements_by_name   123
Neptunium	Lithium   192
Neptunium	Magnetism   128
Neptunium	Metal   287
Neptunium	Neutron   182
Neptunium	Oxygen   21
Neptunium	Periodic_table   564
Neptunium	Phase_%28matter%29   257
Neptunium	Plutonium   577
Neptunium	Promethium   98
Neptunium	Protactinium   133
Neptunium	Radon   1
Neptunium	Uranium   243
Netball	Antigua_and_Barbuda   556
Netball	Australia   284
Netball	Barbados   212
Netball	Basketball   498
Netball	British_Empire   563
Netball	England   138
Netball	Fiji   472
Netball	Jamaica   249
Netball	Malawi   139
Netball	New_Zealand   309
Netball	South_Africa   551
Netball	Sport   115
Netball	Sri_Lanka   210
Netball	United_Kingdom   404
Netball	United_States   355
Netherlands	12th_century   577
Netherlands	13th_century   388
Netherlands	17th_century   16
Netherlands	19th_century   35
Netherlands	20th_century   516
Netherlands	21st_century   145
Netherlands	Agriculture   259
Netherlands	Albania   33
Netherlands	Amsterdam   166
Netherlands	Andorra   222
Netherlands	Anne_Frank   291
Netherlands	Armenia   78
Netherlands	Aruba   320
Netherlands	Asia   360
Netherlands	Austria   79
Netherlands	Ayaan_Hirsi_Ali   499
Netherlands	Azerbaijan   251
Netherlands	Baruch_Spinoza   363
Netherlands	Battle_of_Normandy   47
Netherlands	Belarus   148
Netherlands	Belgium   262
Netherlands	Bicycle   185
Netherlands	Bosnia_and_Herzegovina   556
Netherlands	Bulgaria   511
Netherlands	Capitalism   261
Netherlands	Charles_V%2C_Holy_Roman_Emperor   264
Netherlands	Cheese   397
Netherlands	China   312
Netherlands	Climate_change   411
Netherlands	Constitutional_monarchy   200
Netherlands	Croatia   67
Netherlands	Currency   323
Netherlands	Cyprus   524
Netherlands	Czech_Republic   83
Netherlands	Democracy   358
Netherlands	Denmark   375
Netherlands	Dutch_language   228
Netherlands	England   16
Netherlands	English_language   345
Netherlands	Estonia   330
Netherlands	Euro   174
Netherlands	Europe   572
Netherlands	European_Union   409
Netherlands	Faroe_Islands   495
Netherlands	Finland   331
Netherlands	France   424
Netherlands	French_language   329
Netherlands	Georgia_%28country%29   582
Netherlands	German_language   123
Netherlands	Germany   376
Netherlands	Glacier   129
Netherlands	Great_Britain   385
Netherlands	Greece   498
Netherlands	Hungary   20
Netherlands	Iceland   231
Netherlands	Indonesia   158
Netherlands	International_Court_of_Justice   220
Netherlands	Italy   27
Netherlands	Japan   470
Netherlands	Jew   30
Netherlands	Kazakhstan   163
Netherlands	Latvia   473
Netherlands	Liechtenstein   289
Netherlands	Lion   22
Netherlands	List_of_countries   493
Netherlands	List_of_countries_by_system_of_government   47
Netherlands	Literature   397
Netherlands	Lithuania   120
Netherlands	Luxembourg   600
Netherlands	Malta   77
Netherlands	Moldova   387
Netherlands	Monaco   174
Netherlands	Montenegro   48
Netherlands	Morocco   195
Netherlands	NATO   4
Netherlands	Napoleon_I_of_France   379
Netherlands	Nazi_Germany   18
Netherlands	Netherlands_Antilles   333
Netherlands	North_Sea   296
Netherlands	North_Sea_flood_of_1953   141
Netherlands	Norway   45
Netherlands	Parliamentary_system   361
Netherlands	Petroleum   462
Netherlands	Philip_II_of_Spain   543
Netherlands	Poland   381
Netherlands	Portugal   92
Netherlands	Ren%C3%A9_Descartes   36
Netherlands	Republic_of_Ireland   1
Netherlands	Republic_of_Macedonia   55
Netherlands	Rhine   506
Netherlands	Romania   568
Netherlands	Rotterdam   154
Netherlands	Royal_Dutch_Shell   315
Netherlands	Russia   257
Netherlands	San_Marino   176
Netherlands	Scotland   207
Netherlands	Serbia   240
Netherlands	Slovakia   510
Netherlands	Slovenia   263
Netherlands	Spain   239
Netherlands	Suriname   587
Netherlands	Sweden   49
Netherlands	Switzerland   349
Netherlands	The_Hague   572
Netherlands	The_Holocaust   244
Netherlands	Time_zone   289
Netherlands	Transport   286
Netherlands	Turkey   199
Netherlands	Ukraine   559
Netherlands	United_Kingdom   583
Netherlands	United_States   340
Netherlands	Utrecht_%28city%29   3
Netherlands	Vatican_City   279
Netherlands	Vincent_van_Gogh   202
Netherlands	World_War_I   482
Netherlands	World_War_II   597
Netherlands_Antilles	17th_century   230
Netherlands_Antilles	19th_century   518
Netherlands_Antilles	Africa   534
Netherlands_Antilles	Agriculture   222
Netherlands_Antilles	Aruba   359
Netherlands_Antilles	Brazil   501
Netherlands_Antilles	Caribbean_Sea   376
Netherlands_Antilles	Christianity   73
Netherlands_Antilles	Christopher_Columbus   93
Netherlands_Antilles	Climate   489
Netherlands_Antilles	Colombia   280
Netherlands_Antilles	Constitutional_monarchy   333
Netherlands_Antilles	Currency   398
Netherlands_Antilles	Dominican_Republic   544
Netherlands_Antilles	Dutch_language   509
Netherlands_Antilles	English_language   320
Netherlands_Antilles	Euro   593
Netherlands_Antilles	France   193
Netherlands_Antilles	French_language   291
Netherlands_Antilles	German_language   173
Netherlands_Antilles	Guadeloupe   483
Netherlands_Antilles	Haiti   578
Netherlands_Antilles	Jew   372
Netherlands_Antilles	Latin   377
Netherlands_Antilles	Latin_America   496
Netherlands_Antilles	List_of_countries_by_system_of_government   47
Netherlands_Antilles	Mexico   380
Netherlands_Antilles	Netherlands   174
Netherlands_Antilles	Petroleum   185
Netherlands_Antilles	Portugal   197
Netherlands_Antilles	Portuguese_language   170
Netherlands_Antilles	Puerto_Rico   416
Netherlands_Antilles	Slavery   114
Netherlands_Antilles	Spain   103
Netherlands_Antilles	Spanish_language   574
Netherlands_Antilles	Time_zone   473
Netherlands_Antilles	Tourism   541
Netherlands_Antilles	Tropical_cyclone   285
Netherlands_Antilles	United_States   483
Netherlands_Antilles	United_States_dollar   33
Netherlands_Antilles	Venezuela   173
Neutron	Atom   98
Neutron	Beryllium   303
Neutron	Boron   507
Neutron	Electric_charge   41
Neutron	Electron   147
Neutron	England   163
Neutron	Germany   571
Neutron	Gravitation   276
Neutron	Hydrogen   454
Neutron	Latin   79
Neutron	Lithium   94
Neutron	Magnetism   367
Neutron	Nuclear_weapon   451
Neutron	Paris   471
Neutron	Physics   198
Neutron	Polonium   498
Neutron	Proton   186
Neutron	Quark   373
Neutron	Speed_of_light   83
Neutron	Water   383
New_Caledonia	American_Samoa   479
New_Caledonia	Australia   435
New_Caledonia	Currency   497
New_Caledonia	Europe   519
New_Caledonia	Falkland_Islands   344
New_Caledonia	Fiji   306
New_Caledonia	France   459
New_Caledonia	French_Polynesia   28
New_Caledonia	French_language   188
New_Caledonia	Great_Barrier_Reef   428
New_Caledonia	Internet   138
New_Caledonia	James_Cook   222
New_Caledonia	Latin   66
New_Caledonia	List_of_countries_by_system_of_government   44
New_Caledonia	Measles   264
New_Caledonia	New_Zealand   149
New_Caledonia	Nickel   207
New_Caledonia	Pacific_Ocean   170
New_Caledonia	Papua_New_Guinea   426
New_Caledonia	Scotland   598
New_Caledonia	Smallpox   185
New_Caledonia	Solomon_Islands   520
New_Caledonia	Sri_Lanka   300
New_Caledonia	Tamil_people   572
New_Caledonia	Tibet   327
New_Caledonia	Time_zone   499
New_Caledonia	Tobacco   405
New_Caledonia	Tokelau   513
New_Caledonia	United_Kingdom   207
New_Caledonia	United_Nations   424
New_Caledonia	Vanuatu   296
New_Caledonia	Wallis_and_Futuna   85
New_Delhi	Afghanistan   258
New_Delhi	Bah%C3%A1%27%C3%AD_Faith   192
New_Delhi	British_East_India_Company   540
New_Delhi	Capital   538
New_Delhi	Chicago   434
New_Delhi	Delhi   334
New_Delhi	Indian_Standard_Time   567
New_Delhi	Serbia   558
New_Delhi	Taj_Mahal   98
New_Delhi	Time_zone   40
New_Delhi	United_Kingdom   180
New_England_Patriots	American_Revolutionary_War   164
New_England_Patriots	American_football   84
New_England_Patriots	Boston%2C_Massachusetts   380
New_England_Patriots	Chicago_Bears   314
New_England_Patriots	Elvis_Presley   228
New_Forest	18th_century   486
New_Forest	Bronze_Age   75
New_Forest	Domesday_Book   225
New_Forest	Dorset   70
New_Forest	England   531
New_Forest	European_Union   461
New_Forest	Forest   41
New_Forest	Great_Britain   257
New_Forest	Hampshire   359
New_Forest	Insect   446
New_Forest	National_parks_of_England_and_Wales   170
New_Forest	Royal_Navy   566
New_Forest	Southampton   270
New_Forest	Stone_Age   466
New_Forest	Sundew   588
New_Forest	United_Kingdom   464
New_Forest	William_II_of_England   594
New_Forest	William_I_of_England   463
New_Forest	World_Heritage_Site   402
New_York_City	Alexander_Hamilton   364
New_York_City	American_Revolutionary_War   197
New_York_City	American_football   304
New_York_City	Atlantic_Ocean   321
New_York_City	Baseball   295
New_York_City	Basketball   344
New_York_City	Beijing   501
New_York_City	Boston%2C_Massachusetts   395
New_York_City	British_Empire   364
New_York_City	Budapest   216
New_York_City	Business   108
New_York_City	Cairo   592
New_York_City	California   101
New_York_City	China   119
New_York_City	Corporation   152
New_York_City	Cricket   171
New_York_City	Culture   50
New_York_City	Dallas%2C_Texas   13
New_York_City	Detroit%2C_Michigan   148
New_York_City	Dominican_Republic   307
New_York_City	Egypt   308
New_York_City	England   531
New_York_City	Erie_Canal   477
New_York_City	Europe   210
New_York_City	Fashion   200
New_York_City	Finance   278
New_York_City	Football_%28soccer%29   133
New_York_City	George_W._Bush   600
New_York_City	Global_city   272
New_York_City	Grand_Central_Terminal   596
New_York_City	Great_Lakes   337
New_York_City	Hungary   35
New_York_City	Ice_hockey   192
New_York_City	Israel   577
New_York_City	Italy   292
New_York_City	Jamaica   423
New_York_City	James_II_of_England   320
New_York_City	Japan   193
New_York_City	Jazz   218
New_York_City	Jerusalem   20
New_York_City	Johannesburg   409
New_York_City	London   262
New_York_City	Madrid   548
New_York_City	Mass_media   447
New_York_City	Medicine   382
New_York_City	National_Hockey_League   36
New_York_City	Netherlands   17
New_York_City	Newark%2C_New_Jersey   432
New_York_City	North_America   586
New_York_City	Pel%C3%A9   102
New_York_City	Revolution   138
New_York_City	Rome   293
New_York_City	Russia   32
New_York_City	September_11%2C_2001_attacks   552
New_York_City	South_Africa   439
New_York_City	Southern_United_States   168
New_York_City	Spain   229
New_York_City	Steel   572
New_York_City	Time_zone   167
New_York_City	Tokyo   437
New_York_City	U.S._Open_%28tennis%29   568
New_York_City	U.S._state   505
New_York_City	United_Kingdom   472
New_York_City	United_Nations   95
New_York_City	United_States   481
New_York_City	United_States_Constitution   100
New_York_City	United_States_Declaration_of_Independence   455
New_York_City	Wall_Street   137
New_York_City	William_Shakespeare   229
New_York_City	World_Heritage_Site   72
New_York_City	World_War_II   93
New_York_City_Subway_nomenclature	English_language   574
New_York_City_Subway_nomenclature	Fire   270
New_York_City_Subway_nomenclature	Flood   40
New_York_City_Subway_nomenclature	Police   420
New_York_City_Subway_nomenclature	United_States   51
New_Zealand	11th_century   12
New_Zealand	13th_century   374
New_Zealand	Abel_Tasman   483
New_Zealand	Agriculture   598
New_Zealand	All_Blacks   476
New_Zealand	Angola   558
New_Zealand	Antarctica   227
New_Zealand	Asia   444
New_Zealand	Auckland   509
New_Zealand	Australia   65
New_Zealand	Basketball   11
New_Zealand	Bat   73
New_Zealand	Bird_of_prey   37
New_Zealand	Bosnia_and_Herzegovina   178
New_Zealand	Buddhism   511
New_Zealand	Cambodia   541
New_Zealand	Canada   82
New_Zealand	Chile   318
New_Zealand	Christianity   572
New_Zealand	Climate   500
New_Zealand	Commonwealth_Games   418
New_Zealand	Constitutional_monarchy   426
New_Zealand	Cook_Islands   36
New_Zealand	Copenhagen   46
New_Zealand	Cricket   434
New_Zealand	Currency   129
New_Zealand	Cyprus   20
New_Zealand	Denmark   104
New_Zealand	Dutch_language   105
New_Zealand	East_Timor   376
New_Zealand	England   91
New_Zealand	Europe   118
New_Zealand	Fiji   149
New_Zealand	Film   511
New_Zealand	Football_%28soccer%29   51
New_Zealand	Forest   561
New_Zealand	France   468
New_Zealand	Germany   278
New_Zealand	Gold   404
New_Zealand	Hinduism   312
New_Zealand	Human_rights   344
New_Zealand	Indonesia   415
New_Zealand	Iran   385
New_Zealand	Iraq   317
New_Zealand	Irish_people   594
New_Zealand	James_Cook   295
New_Zealand	Japan   193
New_Zealand	Judaism   11
New_Zealand	Kakapo   550
New_Zealand	King_Kong_%282005_film%29   100
New_Zealand	Latin   511
New_Zealand	List_of_countries_by_system_of_government   367
New_Zealand	London   463
New_Zealand	Mammal   483
New_Zealand	Netball   350
New_Zealand	Netherlands   232
New_Zealand	New_Caledonia   548
New_Zealand	Niue   306
New_Zealand	Nuclear_power   336
New_Zealand	Nuclear_weapon   53
New_Zealand	Olympic_Games   81
New_Zealand	Pacific_Ocean   428
New_Zealand	Parrot   107
New_Zealand	People%27s_Republic_of_China   167
New_Zealand	Scotland   338
New_Zealand	Second_Boer_War   158
New_Zealand	Skiing   127
New_Zealand	Somalia   141
New_Zealand	Spider   437
New_Zealand	Sport   532
New_Zealand	Switzerland   453
New_Zealand	Sydney   116
New_Zealand	Tennis   282
New_Zealand	The_Lord_of_the_Rings_film_trilogy   173
New_Zealand	Time_zone   369
New_Zealand	Tokelau   211
New_Zealand	Tonga   405
New_Zealand	Tuatara   498
New_Zealand	United_Kingdom   159
New_Zealand	United_Nations   354
New_Zealand	United_States   598
New_Zealand	Vietnam_War   5
New_Zealand	Volcano   56
New_Zealand	Wellington   396
New_Zealand	World_War_I   489
New_Zealand	World_War_II   406
New_moon	Hebrew_calendar   28
New_moon	Iran   372
New_moon	Moon   111
New_moon	Saudi_Arabia   364
New_moon	Sun   361
Newark%2C_New_Jersey	Abraham_Lincoln   129
Newark%2C_New_Jersey	Amsterdam   127
Newark%2C_New_Jersey	Amtrak   468
Newark%2C_New_Jersey	Atlantic_Ocean   296
Newark%2C_New_Jersey	Banjul   401
Newark%2C_New_Jersey	Baseball   563
Newark%2C_New_Jersey	Basketball   423
Newark%2C_New_Jersey	Beer   478
Newark%2C_New_Jersey	Billie_Holiday   335
Newark%2C_New_Jersey	Boston%2C_Massachusetts   290
Newark%2C_New_Jersey	Brazil   330
Newark%2C_New_Jersey	Cameroon   451
Newark%2C_New_Jersey	Cider   509
Newark%2C_New_Jersey	Dominican_Republic   440
Newark%2C_New_Jersey	Ecuador   155
Newark%2C_New_Jersey	England   119
Newark%2C_New_Jersey	Football_%28soccer%29   244
Newark%2C_New_Jersey	Ghana   52
Newark%2C_New_Jersey	Haiti   278
Newark%2C_New_Jersey	Irish_people   534
Newark%2C_New_Jersey	Iron   586
Newark%2C_New_Jersey	Jew   284
Newark%2C_New_Jersey	National_Hockey_League   590
Newark%2C_New_Jersey	New_York_City   382
Newark%2C_New_Jersey	People%27s_Republic_of_China   108
Newark%2C_New_Jersey	Portugal   396
Newark%2C_New_Jersey	Princeton_University   346
Newark%2C_New_Jersey	Rapping   480
Newark%2C_New_Jersey	The_Bahamas   443
Newark%2C_New_Jersey	Thomas_Edison   109
Newark%2C_New_Jersey	Tibet   241
Newark%2C_New_Jersey	Time_zone   572
Newark%2C_New_Jersey	United_States   173
Newark%2C_New_Jersey	United_States_Senate   44
Newark%2C_New_Jersey	United_States_dollar   267
Newark%2C_New_Jersey	Washington%2C_D.C.   510
Newark%2C_New_Jersey	World_War_II   6
